namaste_code,namaste_term,namaste_original_script,namaste_transliteration,namaste_english,namaste_description,synonyms,icd11_code,icd11_term,icd11_description,mapping_equivalence,mapping_confidence,source,status
SAT-H.15048,ringworm,दद्रु,dadru,ringworm,Fungal skin infection,tinea|fungal dermatitis,CA40,Chronic obstructive pulmonary disease,COPD,broader,0.584,auto,curated
SAT-J.15049,wound,व्रण,vraṇa,wound,Break in skin continuity,ulcer|sore,NE70,Open wound,Disruption of skin integrity,broader,0.679,auto,approved
SAT-C.15050,heart disease,हृदरोग,hṛdaroga,heart disease,Cardiac disorders,cardiac disease|heart problems,BA00,Heart diseases,Disorders of the heart,unmapped,0,auto,proposed
SAT-C.15051,bleeding disorders,रक्तप्रदर,raktapradara,bleeding disorders,Excessive bleeding tendency,hemorrhage|bleeding,BA42,Atrial fibrillation,Irregular heart rhythm,unmapped,0,manual,proposed
SAT-A.15052,hypertension,उच्चरक्तचाप,uccaraktacāpa,hypertension,Elevated blood pressure,high BP|arterial hypertension,BA00,Hypertensive diseases,Elevated arterial pressure,broader,0.784,auto,curated
SAT-J.15053,dysuria,मूत्रकृच्छ,mūtrakṛcchra,dysuria,Painful urination,difficult urination|burning micturition,6A41,Panic disorder,Recurrent panic attacks,broader,0.633,manual,proposed
SAT-C.15054,urinary retention,मूत्राघात,mūtrāghāta,urinary retention,Inability to empty bladder,retention of urine|anuria,MF52,Retention of urine,Inability to void urine,broader,0.953,auto,curated
SAT-J.15055,urinary stones,अश्मरी,aśmarī,urinary stones,Calculi in urinary tract,kidney stones|nephrolithiasis,2A60,Lung cancer,Malignant lung neoplasm,broader,0.596,auto,approved
SAT-D.15056,menstrual disorders,रजोदोष,rajodoṣa,menstrual disorders,Irregularities in menstruation,menstrual problems|cycle disorders,GA34,Menstrual disorders,Abnormalities of menstruation,broader,0.834,manual,approved
SAT-E.15057,leucorrhea,प्रदर,pradara,leucorrhea,Excessive vaginal discharge,white discharge|vaginal secretion,GA22,Excessive vaginal discharge,Abnormal vaginal discharge,equivalent,0.929,seed,approved
SAT-C.15058,miscarriage,गर्भस्राव,garbhasrāva,miscarriage,Spontaneous pregnancy loss,abortion|fetal loss,JA00,Pregnancy with abortive outcome,Termination of pregnancy,broader,0.634,manual,approved
SAT-C.15059,diabetes,प्रमेह,prameha,diabetes,Metabolic disorder with sweet urine,diabetes mellitus|sweet urine,2A60,Lung cancer,Malignant lung neoplasm,narrower,0.586,manual,curated
SAT-C.15060,obesity,स्थौल्य,sthaulya,obesity,Excessive body weight,overweight|corpulence,5B81,Overweight or obesity,Excess body fat,equivalent,0.823,manual,curated
SAT-A.15061,underweight,कृश,kṛśa,underweight,Below normal body weight,emaciation|thinness,8.00E+40,Peripheral neuropathy,Nerve damage,broader,0.615,auto,curated
SAT-H.15062,psychosis,उन्माद,unmāda,psychosis,Mental disorder with loss of reality,insanity|mental derangement,6A20,Schizophrenia,Psychotic disorder,related,0.732,auto,curated
SAT-E.15063,amnesia,अपस्मृति,apasmṛti,amnesia,Loss of memory,memory loss|forgetfulness,6D72,Amnesia,Loss of memory function,related,0.849,auto,approved
SAT-F.15064,anxiety,चित्तोद्वेग,cittodvega,anxiety,Mental restlessness and worry,nervousness|mental agitation,1D00,HIV disease,Human immunodeficiency virus,related,0.421,manual,proposed
SID-8.8.65,rheumatism,வாதம்,vātam,rheumatism,Joint and muscle pain disorder,rheumatic pain|joint disorders,FA20,Rheumatoid arthritis,Inflammatory joint disease,unmapped,0,auto,proposed
SID-4.9.66,biliary disorders,பித்தம்,pittam,biliary disorders,Liver and gallbladder related conditions,bile disorders|hepatic problems,DA90,Liver disorders,Hepatic dysfunction,equivalent,0.633,manual,proposed
SID-2.1.67,respiratory congestion,கபம்,kapam,respiratory congestion,Phlegm related respiratory issues,mucus disorders|catarrh,CA25,Chronic respiratory diseases,Long-term airway problems,related,0.691,manual,curated
SID-4.4.68,abdominal tumors,குன்மம்,kunmam,abdominal tumors,Growth in abdominal cavity,gastric mass|abdominal swelling,2A00,Malignant neoplasms,Cancerous growth,equivalent,0.49,manual,proposed
SID-7.1.69,lymph node enlargement,கிரந்தி,kiranthi,lymph node enlargement,Swollen lymph glands,lymphadenopathy|glandular swelling,4A01,Lymphadenopathy,Enlarged lymph nodes,equivalent,0.814,auto,approved
UNA-6.8.70,bilious temperament,صفرا,ṣafrā,bilious temperament,Excess of yellow bile humor,choleric humor|hot temperament,ME0Y,Biliary disorders,Bile-related conditions,related,0.62,auto,proposed
UNA-14.8.71,phlegmatic temperament,بلغم,balgham,phlegmatic temperament,Excess of phlegm humor,cold humid temperament|mucus,8B11,Alzheimer disease,Progressive dementia,related,0.34,seed,proposed
UNA-6.5.72,sanguine temperament,دم,dam,sanguine temperament,Blood-related disorders,blood humor|circulation,3A1Y,Blood disorders,Hematological conditions,broader,0.407,auto,proposed
UNA-8.7.73,melancholic temperament,سودا,sawdā,melancholic temperament,Black bile excess,melancholic humor|depression,6A70,Mood disorders,Depressive conditions,related,0.458,manual,proposed
UNA-10.8.74,fevers,حمیات,ḥumayāt,fevers,Pyretic conditions,fever disorders|pyrexia,1G00,Fever,Elevated body temperature,broader,0.8,seed,proposed
SAT-B.15075,indigestion,अजीर्ण,ajīrṇa,indigestion,Impaired digestion due to weakened digestive fire (agni),dyspepsia|poor digestion,DA61,Peptic ulcer,Stomach or duodenal ulcer,related,0.664,manual,approved
SAT-A.15076,diarrhea,अतिसार,atisāra,diarrhea,Excessive loose bowel movements with increased frequency,loose motions|frequent stools,ME05,Diarrhoea,Passage of loose or liquid stools,equivalent,0.956,seed,curated
SAT-I.15077,malabsorption syndrome,ग्रहणी,grahaṇī,malabsorption syndrome,Disorder of small intestine affecting absorption,sprue|absorption disorder,1C40,Malaria,Parasitic infection,related,0.616,auto,curated
SAT-G.15078,hemorrhoids,अर्श,arśa,hemorrhoids,Swollen blood vessels in anal canal,piles|anal varices,2B90,Benign neoplasms,Non-malignant growths,broader,0.653,auto,approved
SAT-I.15079,asthma,श्वास,śvāsa,asthma,Difficulty in breathing with wheeze,breathing difficulty|dyspnea,CA23,Asthma,Chronic inflammatory airway disease,narrower,0.799,manual,approved
SAT-F.15080,cough,कास,kāsa,cough,Forceful expulsion of air from lungs,tussis|persistent cough,FB52,Osteoporosis,Bone density loss,broader,0.605,manual,proposed
SAT-F.15081,hiccup,हिक्का,hikkā,hiccup,Involuntary diaphragmatic spasm,hiccough|spasmodic breathing,MD80,Hiccup,Involuntary contraction of diaphragm,equivalent,0.884,auto,approved
SAT-J.15082,common cold,प्रतिश्याय,pratiśyāya,common cold,Viral upper respiratory tract infection,rhinitis|nasal congestion,CA08,Acute upper respiratory infections,Viral infection of upper airways,broader,0.732,manual,proposed
SAT-A.15083,epilepsy,अपस्मार,apasmāra,epilepsy,Recurrent seizures due to abnormal brain activity,seizure disorder|convulsions,8A61,Epilepsy,Recurrent unprovoked seizures,equivalent,0.818,manual,approved
SAT-C.15084,migraine,अर्धावभेदक,ardhāvabhedaka,migraine,Unilateral throbbing headache,hemicrania|sick headache,8A80.1,Migraine without aura,Primary headache disorder,equivalent,0.895,auto,approved
SAT-J.15085,headache,शिरशूल,śiraśūla,headache,Pain in head and neck region,cephalgia|head pain,8A80,Primary headache disorders,Pain located in head or neck,broader,0.648,seed,curated
SAT-F.15086,hemiplegia,पक्षाघात,pakṣāghāta,hemiplegia,Paralysis of one side of body,stroke|cerebral palsy,8B20,Hemiplegia,Paralysis affecting one side,equivalent,0.891,auto,curated
SAT-D.15087,rheumatoid arthritis,आमवात,āmavāta,rheumatoid arthritis,Joint inflammation with morning stiffness,inflammatory arthritis|joint pain,FA20,Rheumatoid arthritis,Chronic inflammatory joint disease,equivalent,0.746,auto,proposed
SAT-C.15088,osteoarthritis,सन्धिवात,sandhivāta,osteoarthritis,Degenerative joint disease,joint degeneration|arthritis,FA00,Osteoarthritis,Degenerative joint disease,equivalent,0.822,manual,approved
SAT-E.15089,low back pain,कटिशूल,kaṭiśūla,low back pain,Pain in lumbar region,lumbago|backache,GA11,Endometriosis,Uterine tissue displacement,broader,0.684,manual,curated
SAT-A.15090,neck stiffness,ग्रीवास्तम्भ,grīvāstambha,neck stiffness,Restricted neck movement,cervical stiffness|torticollis,2A70,Breast cancer,Malignant breast neoplasm,broader,0.58,auto,proposed
SAT-D.15091,leprosy,कुष्ठ,kuṣṭha,leprosy,Chronic infectious skin disease,hansen disease|skin infection,1B20,Leprosy,Chronic infectious disease,equivalent,0.853,manual,curated
SAT-G.15092,eczema,एककुष्ठ,ekakuṣṭha,eczema,Inflammatory skin condition,dermatitis|skin inflammation,EA80,Atopic dermatitis,Chronic inflammatory skin disease,related,0.69,auto,curated
SAT-G.15093,ringworm,दद्रु,dadru,ringworm,Fungal skin infection,tinea|fungal dermatitis,BB01,Stroke,Cerebrovascular accident,broader,0.535,seed,proposed
SAT-D.15094,wound,व्रण,vraṇa,wound,Break in skin continuity,ulcer|sore,NE70,Open wound,Disruption of skin integrity,unmapped,0,auto,proposed
SAT-B.15095,heart disease,हृदरोग,hṛdaroga,heart disease,Cardiac disorders,cardiac disease|heart problems,BA00,Heart diseases,Disorders of the heart,broader,0.801,seed,approved
SAT-H.15096,bleeding disorders,रक्तप्रदर,raktapradara,bleeding disorders,Excessive bleeding tendency,hemorrhage|bleeding,3A10,Bleeding disorders,Impaired hemostasis,related,0.728,manual,approved
SAT-D.15097,hypertension,उच्चरक्तचाप,uccaraktacāpa,hypertension,Elevated blood pressure,high BP|arterial hypertension,JA80,Pre-eclampsia,Pregnancy hypertension,narrower,0.543,seed,approved
SAT-D.15098,dysuria,मूत्रकृच्छ,mūtrakṛcchra,dysuria,Painful urination,difficult urination|burning micturition,MF50,Dysuria,Painful or difficult urination,equivalent,0.968,auto,curated
SAT-D.15099,urinary retention,मूत्राघात,mūtrāghāta,urinary retention,Inability to empty bladder,retention of urine|anuria,MF52,Retention of urine,Inability to void urine,equivalent,0.81,manual,curated
SAT-A.15100,urinary stones,अश्मरी,aśmarī,urinary stones,Calculi in urinary tract,kidney stones|nephrolithiasis,GC80,Urolithiasis,Formation of stones in urinary tract,equivalent,0.801,seed,curated
SAT-F.15101,menstrual disorders,रजोदोष,rajodoṣa,menstrual disorders,Irregularities in menstruation,menstrual problems|cycle disorders,1D00,HIV disease,Human immunodeficiency virus,broader,0.477,auto,proposed
SAT-I.15102,leucorrhea,प्रदर,pradara,leucorrhea,Excessive vaginal discharge,white discharge|vaginal secretion,8A62,Parkinson disease,Progressive neurological disorder,narrower,0.541,auto,proposed
SAT-H.15103,miscarriage,गर्भस्राव,garbhasrāva,miscarriage,Spontaneous pregnancy loss,abortion|fetal loss,DA94,Inflammatory bowel disease,Chronic intestinal inflammation,broader,0.51,seed,proposed
SAT-G.15104,diabetes,प्रमेह,prameha,diabetes,Metabolic disorder with sweet urine,diabetes mellitus|sweet urine,5A10,Type 1 diabetes mellitus,Metabolic disorder,related,0.709,auto,proposed
SAT-A.15105,obesity,स्थौल्य,sthaulya,obesity,Excessive body weight,overweight|corpulence,5B81,Overweight or obesity,Excess body fat,equivalent,0.85,auto,approved
SAT-E.15106,underweight,कृश,kṛśa,underweight,Below normal body weight,emaciation|thinness,GA11,Endometriosis,Uterine tissue displacement,broader,0.674,manual,proposed
SAT-E.15107,psychosis,उन्माद,unmāda,psychosis,Mental disorder with loss of reality,insanity|mental derangement,5A11,Type 2 diabetes,Non-insulin dependent diabetes,narrower,0.492,auto,proposed
SAT-F.15108,amnesia,अपस्मृति,apasmṛti,amnesia,Loss of memory,memory loss|forgetfulness,6D72,Amnesia,Loss of memory function,equivalent,0.896,auto,approved
SAT-F.15109,anxiety,चित्तोद्वेग,cittodvega,anxiety,Mental restlessness and worry,nervousness|mental agitation,6B00,Anxiety disorders,Excessive fear or anxiety,broader,0.768,manual,curated
SID-5.8.10,rheumatism,வாதம்,vātam,rheumatism,Joint and muscle pain disorder,rheumatic pain|joint disorders,FA20,Rheumatoid arthritis,Inflammatory joint disease,unmapped,0,auto,proposed
SID-2.3.11,biliary disorders,பித்தம்,pittam,biliary disorders,Liver and gallbladder related conditions,bile disorders|hepatic problems,DA90,Liver disorders,Hepatic dysfunction,broader,0.559,auto,proposed
SID-1.6.12,respiratory congestion,கபம்,kapam,respiratory congestion,Phlegm related respiratory issues,mucus disorders|catarrh,CA25,Chronic respiratory diseases,Long-term airway problems,related,0.553,seed,proposed
SID-5.6.13,abdominal tumors,குன்மம்,kunmam,abdominal tumors,Growth in abdominal cavity,gastric mass|abdominal swelling,1D00,HIV disease,Human immunodeficiency virus,broader,0.391,auto,proposed
SID-1.6.14,lymph node enlargement,கிரந்தி,kiranthi,lymph node enlargement,Swollen lymph glands,lymphadenopathy|glandular swelling,4A01,Lymphadenopathy,Enlarged lymph nodes,equivalent,0.929,manual,approved
UNA-12.3.15,bilious temperament,صفرا,ṣafrā,bilious temperament,Excess of yellow bile humor,choleric humor|hot temperament,ME0Y,Biliary disorders,Bile-related conditions,related,0.61,manual,proposed
UNA-9.5.16,phlegmatic temperament,بلغم,balgham,phlegmatic temperament,Excess of phlegm humor,cold humid temperament|mucus,FA02,Juvenile arthritis,Childhood joint inflammation,related,0.452,seed,proposed
UNA-5.4.17,sanguine temperament,دم,dam,sanguine temperament,Blood-related disorders,blood humor|circulation,6A60,Bipolar disorder,Mood cycling disorder,related,0.392,auto,proposed
UNA-3.4.18,melancholic temperament,سودا,sawdā,melancholic temperament,Black bile excess,melancholic humor|depression,3A60,Sickle cell disease,Hemoglobin disorder,narrower,0.3,auto,proposed
UNA-10.2.19,fevers,حمیات,ḥumayāt,fevers,Pyretic conditions,fever disorders|pyrexia,JA80,Pre-eclampsia,Pregnancy hypertension,narrower,0.517,seed,proposed
SAT-F.15120,indigestion,अजीर्ण,ajīrṇa,indigestion,Impaired digestion due to weakened digestive fire (agni),dyspepsia|poor digestion,8A25,Gastritis,Inflammation of the gastric mucosa,equivalent,0.856,manual,curated
SAT-I.15121,diarrhea,अतिसार,atisāra,diarrhea,Excessive loose bowel movements with increased frequency,loose motions|frequent stools,ME05,Diarrhoea,Passage of loose or liquid stools,equivalent,0.875,manual,curated
SAT-I.15122,malabsorption syndrome,ग्रहणी,grahaṇī,malabsorption syndrome,Disorder of small intestine affecting absorption,sprue|absorption disorder,8A44,Malabsorption syndromes,Impaired absorption of nutrients,equivalent,0.79,auto,approved
SAT-B.15123,hemorrhoids,अर्श,arśa,hemorrhoids,Swollen blood vessels in anal canal,piles|anal varices,9B71,Haemorrhoids,Swollen veins in the anal canal,equivalent,0.995,auto,curated
SAT-J.15124,asthma,श्वास,śvāsa,asthma,Difficulty in breathing with wheeze,breathing difficulty|dyspnea,CA23,Asthma,Chronic inflammatory airway disease,equivalent,0.967,seed,curated
SAT-I.15125,cough,कास,kāsa,cough,Forceful expulsion of air from lungs,tussis|persistent cough,MD12,Cough,Sudden expulsion of air from lungs,equivalent,1,auto,curated
SAT-D.15126,hiccup,हिक्का,hikkā,hiccup,Involuntary diaphragmatic spasm,hiccough|spasmodic breathing,JA63,Gestational diabetes,Pregnancy diabetes,broader,0.632,auto,approved
SAT-A.15127,common cold,प्रतिश्याय,pratiśyāya,common cold,Viral upper respiratory tract infection,rhinitis|nasal congestion,EA85,Psoriasis,Chronic skin inflammation,broader,0.498,manual,proposed
SAT-C.15128,epilepsy,अपस्मार,apasmāra,epilepsy,Recurrent seizures due to abnormal brain activity,seizure disorder|convulsions,NE61,Fractures,Bone breaks,narrower,0.657,auto,approved
SAT-C.15129,migraine,अर्धावभेदक,ardhāvabhedaka,migraine,Unilateral throbbing headache,hemicrania|sick headache,8A80.1,Migraine without aura,Primary headache disorder,equivalent,0.804,auto,approved
SAT-C.15130,headache,शिरशूल,śiraśūla,headache,Pain in head and neck region,cephalgia|head pain,8A80,Primary headache disorders,Pain located in head or neck,broader,0.748,manual,curated
SAT-J.15131,hemiplegia,पक्षाघात,pakṣāghāta,hemiplegia,Paralysis of one side of body,stroke|cerebral palsy,1A00,Cholera,Acute diarrheal infection,broader,0.652,manual,curated
SAT-E.15132,rheumatoid arthritis,आमवात,āmavāta,rheumatoid arthritis,Joint inflammation with morning stiffness,inflammatory arthritis|joint pain,FA20,Rheumatoid arthritis,Chronic inflammatory joint disease,equivalent,0.84,manual,curated
SAT-D.15133,osteoarthritis,सन्धिवात,sandhivāta,osteoarthritis,Degenerative joint disease,joint degeneration|arthritis,FA00,Osteoarthritis,Degenerative joint disease,equivalent,0.905,manual,curated
SAT-H.15134,low back pain,कटिशूल,kaṭiśūla,low back pain,Pain in lumbar region,lumbago|backache,3A20,Iron deficiency anemia,Lack of iron in blood,related,0.57,manual,proposed
SAT-I.15135,neck stiffness,ग्रीवास्तम्भ,grīvāstambha,neck stiffness,Restricted neck movement,cervical stiffness|torticollis,NE80,Burns,Thermal injuries,broader,0.537,manual,approved
SAT-E.15136,leprosy,कुष्ठ,kuṣṭha,leprosy,Chronic infectious skin disease,hansen disease|skin infection,6A41,Panic disorder,Recurrent panic attacks,broader,0.598,manual,proposed
SAT-G.15137,eczema,एककुष्ठ,ekakuṣṭha,eczema,Inflammatory skin condition,dermatitis|skin inflammation,EA80,Atopic dermatitis,Chronic inflammatory skin disease,related,0.642,manual,curated
SAT-G.15138,ringworm,दद्रु,dadru,ringworm,Fungal skin infection,tinea|fungal dermatitis,1F28,Dermatophytosis,Superficial fungal infection,equivalent,0.859,auto,approved
SAT-G.15139,wound,व्रण,vraṇa,wound,Break in skin continuity,ulcer|sore,BA11,Acute myocardial infarction,Heart attack,broader,0.424,manual,proposed
SAT-B.15140,heart disease,हृदरोग,hṛdaroga,heart disease,Cardiac disorders,cardiac disease|heart problems,BA00,Heart diseases,Disorders of the heart,broader,0.811,auto,approved
SAT-D.15141,bleeding disorders,रक्तप्रदर,raktapradara,bleeding disorders,Excessive bleeding tendency,hemorrhage|bleeding,3A10,Bleeding disorders,Impaired hemostasis,related,0.784,auto,approved
SAT-C.15142,hypertension,उच्चरक्तचाप,uccaraktacāpa,hypertension,Elevated blood pressure,high BP|arterial hypertension,BA00,Hypertensive diseases,Elevated arterial pressure,broader,0.778,auto,curated
SAT-G.15143,dysuria,मूत्रकृच्छ,mūtrakṛcchra,dysuria,Painful urination,difficult urination|burning micturition,2A60,Lung cancer,Malignant lung neoplasm,related,0.651,auto,approved
SAT-C.15144,urinary retention,मूत्राघात,mūtrāghāta,urinary retention,Inability to empty bladder,retention of urine|anuria,MF52,Retention of urine,Inability to void urine,equivalent,0.81,auto,curated
SAT-F.15145,urinary stones,अश्मरी,aśmarī,urinary stones,Calculi in urinary tract,kidney stones|nephrolithiasis,GC80,Urolithiasis,Formation of stones in urinary tract,equivalent,0.834,auto,curated
SAT-A.15146,menstrual disorders,रजोदोष,rajodoṣa,menstrual disorders,Irregularities in menstruation,menstrual problems|cycle disorders,GA34,Menstrual disorders,Abnormalities of menstruation,broader,0.827,auto,curated
SAT-J.15147,leucorrhea,प्रदर,pradara,leucorrhea,Excessive vaginal discharge,white discharge|vaginal secretion,GA22,Excessive vaginal discharge,Abnormal vaginal discharge,broader,0.948,seed,approved
SAT-E.15148,miscarriage,गर्भस्राव,garbhasrāva,miscarriage,Spontaneous pregnancy loss,abortion|fetal loss,JA00,Pregnancy with abortive outcome,Termination of pregnancy,broader,0.637,manual,approved
SAT-J.15149,diabetes,प्रमेह,prameha,diabetes,Metabolic disorder with sweet urine,diabetes mellitus|sweet urine,5A10,Type 1 diabetes mellitus,Metabolic disorder,related,0.733,auto,curated
SAT-D.15150,obesity,स्थौल्य,sthaulya,obesity,Excessive body weight,overweight|corpulence,3A60,Sickle cell disease,Hemoglobin disorder,narrower,0.661,auto,curated
SAT-F.15151,underweight,कृश,kṛśa,underweight,Below normal body weight,emaciation|thinness,CB41,Pneumonia,Lung infection,broader,0.689,auto,proposed
SAT-F.15152,psychosis,उन्माद,unmāda,psychosis,Mental disorder with loss of reality,insanity|mental derangement,NE80,Burns,Thermal injuries,broader,0.437,manual,proposed
SAT-C.15153,amnesia,अपस्मृति,apasmṛti,amnesia,Loss of memory,memory loss|forgetfulness,6D72,Amnesia,Loss of memory function,equivalent,0.883,auto,curated
SAT-D.15154,anxiety,चित्तोद्वेग,cittodvega,anxiety,Mental restlessness and worry,nervousness|mental agitation,EB90,Urticaria,Allergic skin reaction,broader,0.421,auto,proposed
SID-5.6.55,rheumatism,வாதம்,vātam,rheumatism,Joint and muscle pain disorder,rheumatic pain|joint disorders,FA20,Rheumatoid arthritis,Inflammatory joint disease,related,0.687,auto,proposed
SID-1.1.56,biliary disorders,பித்தம்,pittam,biliary disorders,Liver and gallbladder related conditions,bile disorders|hepatic problems,DA90,Liver disorders,Hepatic dysfunction,equivalent,0.722,manual,approved
SID-6.2.57,respiratory congestion,கபம்,kapam,respiratory congestion,Phlegm related respiratory issues,mucus disorders|catarrh,CA25,Chronic respiratory diseases,Long-term airway problems,related,0.694,auto,proposed
SID-6.3.58,abdominal tumors,குன்மம்,kunmam,abdominal tumors,Growth in abdominal cavity,gastric mass|abdominal swelling,2A00,Malignant neoplasms,Cancerous growth,related,0.479,manual,proposed
SID-2.2.59,lymph node enlargement,கிரந்தி,kiranthi,lymph node enlargement,Swollen lymph glands,lymphadenopathy|glandular swelling,4A01,Lymphadenopathy,Enlarged lymph nodes,related,0.862,manual,curated
UNA-14.4.60,bilious temperament,صفرا,ṣafrā,bilious temperament,Excess of yellow bile humor,choleric humor|hot temperament,ME0Y,Biliary disorders,Bile-related conditions,unmapped,0,auto,proposed
UNA-1.7.61,phlegmatic temperament,بلغم,balgham,phlegmatic temperament,Excess of phlegm humor,cold humid temperament|mucus,BA11,Acute myocardial infarction,Heart attack,narrower,0.353,auto,proposed
UNA-1.1.62,sanguine temperament,دم,dam,sanguine temperament,Blood-related disorders,blood humor|circulation,3A1Y,Blood disorders,Hematological conditions,broader,0.445,manual,proposed
UNA-9.9.63,melancholic temperament,سودا,sawdā,melancholic temperament,Black bile excess,melancholic humor|depression,6A70,Mood disorders,Depressive conditions,related,0.527,seed,proposed
UNA-4.4.64,fevers,حمیات,ḥumayāt,fevers,Pyretic conditions,fever disorders|pyrexia,BA11,Acute myocardial infarction,Heart attack,narrower,0.461,auto,proposed
SAT-E.15165,indigestion,अजीर्ण,ajīrṇa,indigestion,Impaired digestion due to weakened digestive fire (agni),dyspepsia|poor digestion,8A25,Gastritis,Inflammation of the gastric mucosa,equivalent,0.854,seed,curated
SAT-A.15166,diarrhea,अतिसार,atisāra,diarrhea,Excessive loose bowel movements with increased frequency,loose motions|frequent stools,ME05,Diarrhoea,Passage of loose or liquid stools,equivalent,0.878,auto,approved
SAT-F.15167,malabsorption syndrome,ग्रहणी,grahaṇī,malabsorption syndrome,Disorder of small intestine affecting absorption,sprue|absorption disorder,8A44,Malabsorption syndromes,Impaired absorption of nutrients,equivalent,0.806,auto,curated
SAT-G.15168,hemorrhoids,अर्श,arśa,hemorrhoids,Swollen blood vessels in anal canal,piles|anal varices,9B71,Haemorrhoids,Swollen veins in the anal canal,equivalent,0.926,seed,curated
SAT-H.15169,asthma,श्वास,śvāsa,asthma,Difficulty in breathing with wheeze,breathing difficulty|dyspnea,EA85,Psoriasis,Chronic skin inflammation,narrower,0.583,manual,approved
SAT-I.15170,cough,कास,kāsa,cough,Forceful expulsion of air from lungs,tussis|persistent cough,MD12,Cough,Sudden expulsion of air from lungs,equivalent,0.861,auto,curated
SAT-I.15171,hiccup,हिक्का,hikkā,hiccup,Involuntary diaphragmatic spasm,hiccough|spasmodic breathing,MD80,Hiccup,Involuntary contraction of diaphragm,equivalent,0.807,auto,approved
SAT-G.15172,common cold,प्रतिश्याय,pratiśyāya,common cold,Viral upper respiratory tract infection,rhinitis|nasal congestion,6A71,Major depression,Severe depressive episode,broader,0.594,auto,curated
SAT-E.15173,epilepsy,अपस्मार,apasmāra,epilepsy,Recurrent seizures due to abnormal brain activity,seizure disorder|convulsions,8A61,Epilepsy,Recurrent unprovoked seizures,equivalent,0.833,manual,curated
SAT-J.15174,migraine,अर्धावभेदक,ardhāvabhedaka,migraine,Unilateral throbbing headache,hemicrania|sick headache,3A60,Sickle cell disease,Hemoglobin disorder,broader,0.638,manual,proposed
SAT-D.15175,headache,शिरशूल,śiraśūla,headache,Pain in head and neck region,cephalgia|head pain,8A80,Primary headache disorders,Pain located in head or neck,equivalent,0.786,auto,proposed
SAT-J.15176,hemiplegia,पक्षाघात,pakṣāghāta,hemiplegia,Paralysis of one side of body,stroke|cerebral palsy,8B20,Hemiplegia,Paralysis affecting one side,equivalent,0.83,seed,approved
SAT-E.15177,rheumatoid arthritis,आमवात,āmavāta,rheumatoid arthritis,Joint inflammation with morning stiffness,inflammatory arthritis|joint pain,FA20,Rheumatoid arthritis,Chronic inflammatory joint disease,equivalent,0.873,manual,curated
SAT-E.15178,osteoarthritis,सन्धिवात,sandhivāta,osteoarthritis,Degenerative joint disease,joint degeneration|arthritis,FA00,Osteoarthritis,Degenerative joint disease,narrower,0.851,manual,curated
SAT-E.15179,low back pain,कटिशूल,kaṭiśūla,low back pain,Pain in lumbar region,lumbago|backache,ME84.2,Low back pain,Pain in lower back region,related,0.839,manual,curated
SAT-A.15180,neck stiffness,ग्रीवास्तम्भ,grīvāstambha,neck stiffness,Restricted neck movement,cervical stiffness|torticollis,ME84.1,Neck pain,Pain or stiffness in neck,related,0.698,manual,approved
SAT-B.15181,leprosy,कुष्ठ,kuṣṭha,leprosy,Chronic infectious skin disease,hansen disease|skin infection,CB41,Pneumonia,Lung infection,related,0.601,manual,proposed
SAT-H.15182,eczema,एककुष्ठ,ekakuṣṭha,eczema,Inflammatory skin condition,dermatitis|skin inflammation,EA80,Atopic dermatitis,Chronic inflammatory skin disease,related,0.636,auto,approved
SAT-A.15183,ringworm,दद्रु,dadru,ringworm,Fungal skin infection,tinea|fungal dermatitis,1F28,Dermatophytosis,Superficial fungal infection,unmapped,0,auto,proposed
SAT-G.15184,wound,व्रण,vraṇa,wound,Break in skin continuity,ulcer|sore,NE70,Open wound,Disruption of skin integrity,unmapped,0,auto,proposed
SAT-E.15185,heart disease,हृदरोग,hṛdaroga,heart disease,Cardiac disorders,cardiac disease|heart problems,6A41,Panic disorder,Recurrent panic attacks,broader,0.555,manual,proposed
SAT-I.15186,bleeding disorders,रक्तप्रदर,raktapradara,bleeding disorders,Excessive bleeding tendency,hemorrhage|bleeding,3A10,Bleeding disorders,Impaired hemostasis,related,0.629,auto,proposed
SAT-F.15187,hypertension,उच्चरक्तचाप,uccaraktacāpa,hypertension,Elevated blood pressure,high BP|arterial hypertension,BA00,Hypertensive diseases,Elevated arterial pressure,unmapped,0,auto,proposed
SAT-H.15188,dysuria,मूत्रकृच्छ,mūtrakṛcchra,dysuria,Painful urination,difficult urination|burning micturition,2B90,Benign neoplasms,Non-malignant growths,related,0.658,seed,approved
SAT-C.15189,urinary retention,मूत्राघात,mūtrāghāta,urinary retention,Inability to empty bladder,retention of urine|anuria,6A41,Panic disorder,Recurrent panic attacks,related,0.624,auto,approved
SAT-B.15190,urinary stones,अश्मरी,aśmarī,urinary stones,Calculi in urinary tract,kidney stones|nephrolithiasis,GC80,Urolithiasis,Formation of stones in urinary tract,equivalent,0.862,auto,approved
SAT-I.15191,menstrual disorders,रजोदोष,rajodoṣa,menstrual disorders,Irregularities in menstruation,menstrual problems|cycle disorders,GA34,Menstrual disorders,Abnormalities of menstruation,broader,0.84,seed,approved
SAT-G.15192,leucorrhea,प्रदर,pradara,leucorrhea,Excessive vaginal discharge,white discharge|vaginal secretion,GA22,Excessive vaginal discharge,Abnormal vaginal discharge,equivalent,0.844,manual,approved
